title,image_link,platform1,platform2,platform3,platform4,platform5,platform6
Bladestorm: Nightmare,https://upload.wikimedia.org/wikipedia/en/thumb/7/7d/Bladestorm.jpg/220px-Bladestorm.jpg,PS4\,XboxOne,na,na,na,na
Blasting Agent: Ultimate Edition,unreleased,PS4\,WiiU,na,na,na,na
BlazBlue: Central Fiction,https://upload.wikimedia.org/wikipedia/en/thumb/e/ea/BlazBlue_Central_Fiction.jpg/220px-BlazBlue_Central_Fiction.jpg,PS4\,PS3\,Switch,na,na,na
BlazBlue: Chrono Phantasma Extend,https://upload.wikimedia.org/wikipedia/en/thumb/8/86/BlazBlueChronophantasma.jpg/220px-BlazBlueChronophantasma.jpg,PS4,na,na,na,na,na
BlazBlue: Cross Tag Battle,https://upload.wikimedia.org/wikipedia/en/thumb/3/35/BlazBlue_Cross_Tag_Battle.png/220px-BlazBlue_Cross_Tag_Battle.png,PS4\,Switch,na,na,na,na
Bleed,unreleased,PS4\,Switch\,XboxOne,na,na,na
Bleed 2,unreleased,PS4\,Switch\,XboxOne,na,na,na
Bloodborne,https://upload.wikimedia.org/wikipedia/en/thumb/6/68/Bloodborne_Cover_Wallpaper.jpg/220px-Bloodborne_Cover_Wallpaper.jpg,PS4,na,na,na,na,na
Blood Bowl 2,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Blood_Bowl_2_cover_art.jpg/220px-Blood_Bowl_2_cover_art.jpg,PS4\,XboxOne,na,na,na,na
Bloodstained: Ritual of the Night,https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Bloodstained_ritual_of_the_night_logo.png/220px-Bloodstained_ritual_of_the_night_logo.png,PS4\,Switch\,XboxOne,na,na,na
Bloons TD 5,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Bloons_TD_iOS_Logo.jpg/250px-Bloons_TD_iOS_Logo.jpg,PS4\,Switch\,XboxOne,na,na,na
Blue Estate,unreleased,PS4\,XboxOne,na,na,na,na
Blue Reflection,https://upload.wikimedia.org/wikipedia/en/thumb/2/2e/Blue_Reflection_cover.png/220px-Blue_Reflection_cover.png,PS4,na,na,na,na,na
Blue Rider,unreleased,PS4\,XboxOne,na,na,na,na
Blues and Bullets,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/Blue_and_Bullets_cover_art.jpeg/220px-Blue_and_Bullets_cover_art.jpeg,PS4\,XboxOne,na,na,na,na
Boiling Bolt,unreleased,PS4\,XboxOne,na,na,na,na
Bomber Crew,unreleased,PS4\,Switch\,XboxOne,na,na,na
The Book of Unwritten Tales 2,https://upload.wikimedia.org/wikipedia/en/thumb/0/0d/The_Book_of_Unwritten_Tales_2_cover.jpg/220px-The_Book_of_Unwritten_Tales_2_cover.jpg,PS4\,WiiU\,XboxOne,na,na,na
Borderlands: The Handsome Collection,https://upload.wikimedia.org/wikipedia/en/thumb/d/d8/Borderlands_THC.jpg/220px-Borderlands_THC.jpg,PS4\,XboxOne,na,na,na,na
Bound,https://upload.wikimedia.org/wikipedia/en/thumb/a/a5/Bound_PS4_Cover.jpg/220px-Bound_PS4_Cover.jpg,PS4,na,na,na,na,na
Bound by Flame,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Bound_by_Flame_cover.jpg/220px-Bound_by_Flame_cover.jpg,PS4\,PS3\,Xbox360,na,na,na
Boundless,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Boundlesslogo.jpg/220px-Boundlesslogo.jpg,PS4,na,na,na,na,na
Brawl,unreleased,PS4\,Switch,na,na,na,na
Brawlout,https://upload.wikimedia.org/wikipedia/en/thumb/a/a3/Brawlout_icon.png/220px-Brawlout_icon.png,PS4\,Switch\,XboxOne,na,na,na
The Bridge,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/The-Bridge-video-game-logo.png/220px-The-Bridge-video-game-logo.png,PS4\,PS3\,Switch\,WiiU\,Xbox360\,XboxOne
Bridge Constructor Portal,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Bridge_constructor_portal_art.jpg/220px-Bridge_constructor_portal_art.jpg,PS4\,Switch\,XboxOne,na,na,na
Broforce,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Broforce.png/220px-Broforce.png,PS4\,Switch,na,na,na,na
Broken Age: The Complete Adventure,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Broken_age_logo.png/220px-Broken_age_logo.png,PS4\,XboxOne,na,na,na,na
Broken Sword 5: The Serpent's Curse,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Broken_SwordThe_Serpent%27s_Lair_promotional_artwork.png/220px-Broken_SwordThe_Serpent%27s_Lair_promotional_artwork.png,PS4\,Switch\,XboxOne,na,na,na
Brothers: A Tale of Two Sons,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/Brothers_A_Tale_of_Two_Sons_cover_art.jpg/220px-Brothers_A_Tale_of_Two_Sons_cover_art.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na
Brutal,unreleased,PS4,na,na,na,na,na
Bubsy: Paws on Fire!,https://upload.wikimedia.org/wikipedia/en/thumb/6/6d/Bubsy_the_Bobcat.png/250px-Bubsy_the_Bobcat.png,PS4\,Switch,na,na,na,na
Bubsy: The Woolies Strike Back,https://upload.wikimedia.org/wikipedia/en/thumb/5/59/Bubsy_The_Woolies_Strike_Back_Artwork.png/220px-Bubsy_The_Woolies_Strike_Back_Artwork.png,PS4,na,na,na,na,na
The Bug Butcher,unreleased,PS4\,Switch\,XboxOne,na,na,na
BugsBox,unreleased,PS4,na,na,na,na,na
Buildings Have Feelings Too!,unreleased,PS4,na,na,na,na,na
Bulletstorm: Full Clip Edition,https://upload.wikimedia.org/wikipedia/en/thumb/9/9f/Bulletstorm.jpg/220px-Bulletstorm.jpg,PS4\,XboxOne,na,na,na,na
Burnout Paradise Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/a/ab/Burnout_Paradise_Boxart_2.jpg/220px-Burnout_Paradise_Boxart_2.jpg,PS4\,XboxOne,na,na,na,na
Bush Hockey League,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Old_Time_Hockey_cover.png/220px-Old_Time_Hockey_cover.png,PS4\,XboxOne,na,na,na,na
Butcher,unreleased,PS4\,Switch\,XboxOne,na,na,na
Caladrius Blaze,https://upload.wikimedia.org/wikipedia/en/thumb/0/07/Caladrius_Blaze.jpg/220px-Caladrius_Blaze.jpg,PS4\,PS3,na,na,na,na
The Caligula Effect: Overdose,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Caligula_cover_art.png/220px-Caligula_cover_art.png,PS4\,Switch,na,na,na,na
Call of Cthulhu,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Call_of_Cthulhu_cover_art.png/220px-Call_of_Cthulhu_cover_art.png,PS4\,XboxOne,na,na,na,na
Call of Duty: Advanced Warfare,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Advanced_Warfare.jpg/220px-Advanced_Warfare.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na
Call of Duty: Black Ops III,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Black_Ops_3.jpg/220px-Black_Ops_3.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na
Call of Duty: Black Ops IIII,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Call_of_Duty_Black_Ops_4_official_box_art.jpg/220px-Call_of_Duty_Black_Ops_4_official_box_art.jpg,PS4\,XboxOne,na,na,na,na
Call of Duty: Ghosts,https://upload.wikimedia.org/wikipedia/en/thumb/9/9c/Call_of_duty_ghosts_box_art.jpg/220px-Call_of_duty_ghosts_box_art.jpg,PS4\,PS3\,WiiU\,Xbox360\,XboxOne,na
Call of Duty: Infinite Warfare,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Call_of_Duty_-_Infinite_Warfare_%28promo_image%29.jpg/220px-Call_of_Duty_-_Infinite_Warfare_%28promo_image%29.jpg,PS4\,XboxOne,na,na,na,na
Call of Duty: Modern Warfare Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Call_of_Duty_-_Modern_Warfare_Remastered.jpeg/220px-Call_of_Duty_-_Modern_Warfare_Remastered.jpeg,PS4\,XboxOne,na,na,na,na
Call of Duty: WWII,https://upload.wikimedia.org/wikipedia/en/thumb/1/18/Call_of_Duty_WWII_Cover_Art.jpg/220px-Call_of_Duty_WWII_Cover_Art.jpg,PS4\,XboxOne,na,na,na,na
Calvino Noir,unreleased,PS4,na,na,na,na,na
Candlelight,unreleased,PS4,na,na,na,na,na
Candleman: The Complete Journey,unreleased,PS4,na,na,na,na,na
Cannon Brawl,unreleased,PS4\,XboxOne,na,na,na,na
Capsule Force,unreleased,PS4,na,na,na,na,na
Carmageddon: Max Damage,https://upload.wikimedia.org/wikipedia/en/f/fd/Carmageddon_Reincarnation_cover.jpg,PS4\,XboxOne,na,na,na,na
Cars 3: Driven to Win,https://upload.wikimedia.org/wikipedia/en/thumb/8/88/Cars_3_Driven_to_Win.jpg/220px-Cars_3_Driven_to_Win.jpg,PS4\,PS3\,Switch\,WiiU\,Xbox360\,XboxOne
Car Mechanic Simulator 2018,unreleased,PS4,na,na,na,na,na
Cartoon Network: Battle Crashers,https://upload.wikimedia.org/wikipedia/en/f/f7/CartoonNetworkBattleCrashers.jpg,PS4\,Switch\,XboxOne,na,na,na
Castle Crashers: Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Castle_Crashers_cover.jpg/220px-Castle_Crashers_cover.jpg,PS4\,XboxOne,na,na,na,na
The Castle Game,unreleased,PS4,na,na,na,na,na
Castles,unreleased,PS4\,XboxOne,na,na,na,na
CastleStorm: Definitive Edition,https://upload.wikimedia.org/wikipedia/en/thumb/e/e3/CastleStorm_Logo.png/220px-CastleStorm_Logo.png,PS4,na,na,na,na,na
Catherine: Full Body,https://upload.wikimedia.org/wikipedia/en/thumb/2/20/Catherine_Cover_Art.png/220px-Catherine_Cover_Art.png,PS4,na,na,na,na,na
Catlateral Damage,https://upload.wikimedia.org/wikipedia/en/thumb/f/fd/Catlateral_Damage_v1.0.8_PC_Title_Screen.png/220px-Catlateral_Damage_v1.0.8_PC_Title_Screen.png,PS4,na,na,na,na,na
Cat Quest,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Cat_quest_art.jpg/220px-Cat_quest_art.jpg,PS4\,Switch,na,na,na,na
Cel Damage HD,https://upload.wikimedia.org/wikipedia/en/thumb/a/a6/Cel_Damage.jpg/220px-Cel_Damage.jpg,PS4\,PS3\,XboxOne,na,na,na
Celeste,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1c/Celeste_box_art_final.png/220px-Celeste_box_art_final.png,PS4\,Switch\,XboxOne,na,na,na
Chaos;Child,https://upload.wikimedia.org/wikipedia/en/thumb/7/7c/Chaos%3BChild_cover.png/220px-Chaos%3BChild_cover.png,PS4\,XboxOne,na,na,na,na
Chaos Code: New Sign of Catastrophe,https://upload.wikimedia.org/wikipedia/en/thumb/f/fe/Chaos_Code_Cover_Art.png/220px-Chaos_Code_Cover_Art.png,PS4,na,na,na,na,na
Chaos on Deponia,https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/ChaosOnDeponiaCover.jpg/220px-ChaosOnDeponiaCover.jpg,PS4\,XboxOne,na,na,na,na
Chariot,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Chariot_game_logo.png/220px-Chariot_game_logo.png,PS4\,PS3\,WiiU\,XboxOne,na,na
Chasm,unreleased,PS4\,XboxOne,na,na,na,na
Check-in\, Knock-out,unreleased,PS4,na,na,na,na,na
Chess Ultra,unreleased,PS4\,Switch\,XboxOne,na,na,na
Child of Light,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Child_of_Light_art.jpg/220px-Child_of_Light_art.jpg,PS4\,PS3\,Switch\,WiiU\,Xbox360\,XboxOne
Children of Morta,unreleased,PS4,na,na,na,na,na
Children of Zodiarcs,unreleased,PS4,na,na,na,na,na
Chimparty,unreleased,PS4,na,na,na,na,na
Chime Sharp,https://upload.wikimedia.org/wikipedia/en/6/62/Chime_Coverart.png,PS4\,XboxOne,na,na,na,na
Chivalry: Medieval Warfare,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Chivalry_Medieval_Warfare_cover_art.jpg/220px-Chivalry_Medieval_Warfare_cover_art.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na
ChromaGun,https://upload.wikimedia.org/wikipedia/en/thumb/7/70/ChromaGun_Logo.jpg/220px-ChromaGun_Logo.jpg,PS4\,Switch\,XboxOne,na,na,na
Chroma Squad,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/Chroma_Squad_logo.png/220px-Chroma_Squad_logo.png,PS4\,XboxOne,na,na,na,na
The Church in the Darkness,https://upload.wikimedia.org/wikipedia/en/thumb/2/27/The_Church_in_the_Darkness_banner.jpg/220px-The_Church_in_the_Darkness_banner.jpg,PS4\,XboxOne,na,na,na,na
Cities: Skylines,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Cities_Skylines_cover_art.jpg/220px-Cities_Skylines_cover_art.jpg,PS4\,Switch\,XboxOne,na,na,na
Citizens of Earth,https://upload.wikimedia.org/wikipedia/en/thumb/8/84/CitizensOfEarth.jpg/220px-CitizensOfEarth.jpg,PS4\,WiiU,na,na,na,na
City Shrouded in Shadow,https://upload.wikimedia.org/wikipedia/en/thumb/6/6f/CSIS_PS4_cover.jpg/220px-CSIS_PS4_cover.jpg,PS4,na,na,na,na,na
Claire: Extended Cut,unreleased,PS4\,XboxOne,na,na,na,na
Claybook,unreleased,PS4\,Switch\,XboxOne,na,na,na
Clockwork Tales: Of Glass and Ink,unreleased,PS4\,XboxOne,na,na,na,na
Clustertruck,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Clustertruck.svg/220px-Clustertruck.svg.png,PS4,na,na,na,na,na
Code Vein,https://upload.wikimedia.org/wikipedia/en/thumb/8/8c/Code_vein.png/220px-Code_vein.png,PS4\,XboxOne,na,na,na,na
Coffin Dodgers,unreleased,PS4\,Switch\,XboxOne,na,na,na
Collectems,unreleased,PS4,na,na,na,na,na
Comet Crash 2,unreleased,PS4,na,na,na,na,na
Commander Cherry's Puzzled Journey,unreleased,PS4,na,na,na,na,na
Conan Exiles,https://upload.wikimedia.org/wikipedia/en/thumb/c/c7/Conan_Exiles_Game_Cover.jpg/220px-Conan_Exiles_Game_Cover.jpg,PS4\,XboxOne,na,na,na,na
Conarium,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Conarium_Key_Art.jpg/220px-Conarium_Key_Art.jpg,PS4\,XboxOne,na,na,na,na
Concrete Genie,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Concrete_Genie_artwork.png/220px-Concrete_Genie_artwork.png,PS4,na,na,na,na,na
Conga Master,unreleased,PS4\,XboxOne,na,na,na,na
Construction Simulator 2 US - Console Edition,unreleased,PS4\,XboxOne,na,na,na,na
Constructor HD,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Constructor-pc.jpg/220px-Constructor-pc.jpg,PS4\,XboxOne,na,na,na,na
Constructor Plus,https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Constructor-pc.jpg/220px-Constructor-pc.jpg,PS4\,Switch,na,na,na,na
Contrast,https://upload.wikimedia.org/wikipedia/en/thumb/e/e5/Contrast_game_logo.jpg/220px-Contrast_game_logo.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na
Control,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/D1IOd0BWsAAiX5T.jpg/220px-D1IOd0BWsAAiX5T.jpg,PS4\,XboxOne,na,na,na,na
Cook\, Serve\, Delicious! 2,https://upload.wikimedia.org/wikipedia/en/thumb/2/2f/Cook%2C_Serve%2C_Delicious_2_Logo.jpg/220px-Cook%2C_Serve%2C_Delicious_2_Logo.jpg,PS4\,Switch,na,na,na,na
Cosmochoria,unreleased,PS4,na,na,na,na,na
Costume Quest 2,https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/Costume_Quest_2_cover_art.jpg/220px-Costume_Quest_2_cover_art.jpg,PS4\,PS3\,WiiU\,Xbox360\,XboxOne,na
The Count Lucanor,unreleased,PS4\,Switch\,XboxOne,na,na,na
CounterSpy,https://upload.wikimedia.org/wikipedia/en/thumb/b/b1/Counterspy-store-artwork.jpg/220px-Counterspy-store-artwork.jpg,PS4\,PS3,na,na,na,na
Crash Bandicoot N. Sane Trilogy,https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Crash_Bandicoot_N._Sane_Trilogy_cover_art.jpg/220px-Crash_Bandicoot_N._Sane_Trilogy_cover_art.jpg,PS4\,Switch\,XboxOne,na,na,na
Crash Team Racing Nitro-Fueled,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Crash_Team_Racing_Nitro-Fueled_cover_art.jpg/220px-Crash_Team_Racing_Nitro-Fueled_cover_art.jpg,PS4,na,na,na,na,na
Crawl,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Crawl_box_art.png/220px-Crawl_box_art.png,PS4\,Switch\,XboxOne,na,na,na
Crazy Strike Bowling EX,unreleased,PS4\,XboxOne,na,na,na,na
The Crew,https://upload.wikimedia.org/wikipedia/en/thumb/f/ff/The_Crew_box_art.jpg/220px-The_Crew_box_art.jpg,PS4\,Xbox360\,XboxOne,na,na,na
The Crew 2,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/The_Crew_2_box_art.jpg/220px-The_Crew_2_box_art.jpg,PS4\,XboxOne,na,na,na,na
CrossCode,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/CrossCode%2C_cover_art%2C_Feb_2017.jpg/220px-CrossCode%2C_cover_art%2C_Feb_2017.jpg,PS4\,Switch,na,na,na,na
Crossing Souls,https://upload.wikimedia.org/wikipedia/en/thumb/1/15/Crossing_Souls_logo.png/220px-Crossing_Souls_logo.png,PS4\,Switch,na,na,na,na
Crows: Burning Edge,unreleased,PS4,na,na,na,na,na
Cyberpunk 2077,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Logo_of_Cyberpunk_2077.png/220px-Logo_of_Cyberpunk_2077.png,PS4\,XboxOne,na,na,na,na
Crypt of the NecroDancer,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Crypt_of_the_NecroDancer_logo.png/220px-Crypt_of_the_NecroDancer_logo.png,PS4\,Switch\,XboxOne,na,na,na
Cubers,unreleased,PS4\,Switch,na,na,na,na
Dandara,https://upload.wikimedia.org/wikipedia/en/f/f6/Dandara_video_game_cover.jpg,PS4\,Switch\,XboxOne,na,na,na
Danganronpa 1-2 Reload,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Danganronpa12reload.jpg/250px-Danganronpa12reload.jpg,PS4,na,na,na,na,na
Danganronpa V3: Killing Harmony,https://upload.wikimedia.org/wikipedia/en/thumb/5/5b/New_Danganronpa_V3_cover.png/220px-New_Danganronpa_V3_cover.png,PS4,na,na,na,na,na
Danganronpa Another Episode: Ultra Despair Girls,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Danganronpa_AnotherEpisode_Cover.jpg/220px-Danganronpa_AnotherEpisode_Cover.jpg,PS4,na,na,na,na,na
Danganronpa Trilogy,https://upload.wikimedia.org/wikipedia/en/thumb/0/00/Danganronpa12reload.jpg/250px-Danganronpa12reload.jpg,PS4,na,na,na,na,na
Dangerous Golf,https://upload.wikimedia.org/wikipedia/en/thumb/a/a8/Dangerous_golf_cover.png/220px-Dangerous_golf_cover.png,PS4\,XboxOne,na,na,na,na
Danger Zone,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Danger_Zone_cover.png/220px-Danger_Zone_cover.png,PS4\,XboxOne,na,na,na,na
Dangun Feveron,https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Dangun_Feveron_arcade_flyer.jpg/220px-Dangun_Feveron_arcade_flyer.jpg,PS4\,XboxOne,na,na,na,na
Dariusburst Chronicle Saviours,https://upload.wikimedia.org/wikipedia/en/thumb/e/ef/Darius_Burst_Cover.jpg/220px-Darius_Burst_Cover.jpg,PS4,na,na,na,na,na
Dark Rose Valkyrie,https://upload.wikimedia.org/wikipedia/en/thumb/f/fb/Dark_Rose_Valkyrie_cover.jpg/220px-Dark_Rose_Valkyrie_cover.jpg,PS4,na,na,na,na,na
Dark Souls Remastered,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Dark_Souls_Cover_Art.jpg/220px-Dark_Souls_Cover_Art.jpg,PS4\,XboxOne,na,na,na,na
Dark Souls II,https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/Dark_Souls_II_cover.jpg/220px-Dark_Souls_II_cover.jpg,PS4\,PS3\,Xbox360,na,na,na
Dark Souls III,https://upload.wikimedia.org/wikipedia/en/thumb/b/bb/Dark_souls_3_cover_art.jpg/220px-Dark_souls_3_cover_art.jpg,PS4\,XboxOne,na,na,na,na
Darkest Dungeon,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Darkest_Dungeon_Logo.png/220px-Darkest_Dungeon_Logo.png,PS4\,Switch\,XboxOne,na,na,na
Darksiders: Warmastered Edition,https://upload.wikimedia.org/wikipedia/en/thumb/4/42/Darksiders_Cover.jpg/220px-Darksiders_Cover.jpg,PS4\,Switch\,WiiU\,XboxOne,na,na
Darksiders II: Deathinitive Edition,https://upload.wikimedia.org/wikipedia/en/thumb/5/5c/DarksidersII.jpg/220px-DarksidersII.jpg,PS4\,XboxOne,na,na,na,na
Darksiders III,https://upload.wikimedia.org/wikipedia/en/thumb/b/b6/Darksiders_3_Box_Art.png/220px-Darksiders_3_Box_Art.png,PS4\,XboxOne,na,na,na,na
Daylight,https://upload.wikimedia.org/wikipedia/en/thumb/e/e9/Daylight_Logo.jpg/220px-Daylight_Logo.jpg,PS4,na,na,na,na,na
Daymare: 1998,unreleased,PS4,na,na,na,na,na
Day of the Tentacle: Remastered Edition,https://upload.wikimedia.org/wikipedia/en/thumb/7/79/Day_of_the_Tentacle_artwork.jpg/220px-Day_of_the_Tentacle_artwork.jpg,PS4,na,na,na,na,na
Days Gone,https://upload.wikimedia.org/wikipedia/en/thumb/1/16/Days_Gone_cover_art.jpg/220px-Days_Gone_cover_art.jpg,PS4,na,na,na,na,na
DayZ,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/DayZ_Standalone_Logo.jpg/220px-DayZ_Standalone_Logo.jpg,PS4\,XboxOne,na,na,na,na
Dead Alliance,unreleased,PS4\,XboxOne,na,na,na,na
Dead by Daylight,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Dead_by_Daylight_Steam_header.jpg/220px-Dead_by_Daylight_Steam_header.jpg,PS4\,Switch\,XboxOne,na,na,na
Dead Cells,https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Dead_cells_cover_art.png/220px-Dead_cells_cover_art.png,PS4\,Switch\,XboxOne,na,na,na
Dead Island Definitive Edition,https://upload.wikimedia.org/wikipedia/en/thumb/f/fa/DeadIslandRiptide.jpg/220px-DeadIslandRiptide.jpg,PS4\,XboxOne,na,na,na,na
Dead Island 2,https://upload.wikimedia.org/wikipedia/en/thumb/0/08/Dead_Island_2_cover_art.jpg/220px-Dead_Island_2_cover_art.jpg,PS4\,XboxOne,na,na,na,na
Dead Nation: Apocalypse Edition,https://upload.wikimedia.org/wikipedia/en/thumb/b/b0/Dead_Nation_cover.jpg/220px-Dead_Nation_cover.jpg,PS4,na,na,na,na,na
Dead or Alive 5 Last Round,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Dead_or_Alive_5_Last_Round_Cover_Art.png/220px-Dead_or_Alive_5_Last_Round_Cover_Art.png,PS4\,PS3,na,na,na,na
Dead or Alive 6,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Doa6_cover_art.png/220px-Doa6_cover_art.png,PS4\,XboxOne,na,na,na,na
Dead or Alive Xtreme 3,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/DeadOrAliveXtreme3.jpg/250px-DeadOrAliveXtreme3.jpg,PS4,na,na,na,na,na
Deadlight: Director's Cut,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/DeadlightBox.jpg/220px-DeadlightBox.jpg,PS4\,XboxOne,na,na,na,na
The Deadly Tower of Monsters,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Deadly_Tower_of_Monsters_cover.jpg/220px-Deadly_Tower_of_Monsters_cover.jpg,PS4,na,na,na,na,na
Deadpool,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Deadpool_video_game_cover.png/220px-Deadpool_video_game_cover.png,PS4\,PS3\,Xbox360\,XboxOne,na,na
Dead Rising,https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Deadrising_boxart.jpg/220px-Deadrising_boxart.jpg,PS4\,Xbox360\,XboxOne,na,na,na
Dead Rising 2,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Dead_Rising_2_cover.jpg/220px-Dead_Rising_2_cover.jpg,PS4\,PS3\,Xbox360\,XboxOne,na,na
Dead Rising 2: Off the Record,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/DeadRising2OffTheRecord.jpg/220px-DeadRising2OffTheRecord.jpg,PS4\,Xbox360\,XboxOne,na,na,na
Dead Rising 4,https://upload.wikimedia.org/wikipedia/en/thumb/7/76/Dead_rising_4_cover_art.jpg/220px-Dead_rising_4_cover_art.jpg,PS4\,XboxOne,na,na,na,na
Dead Star,unreleased,PS4,na,na,na,na,na
Dear Esther,https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/DearEstherLogo.jpg/220px-DearEstherLogo.jpg,PS4,na,na,na,na,na
Death end re;Quest,unreleased,PS4,na,na,na,na,na
Death Stranding,https://upload.wikimedia.org/wikipedia/en/thumb/2/21/Death_Stranding.png/220px-Death_Stranding.png,PS4,na,na,na,na,na
Death Squared,https://upload.wikimedia.org/wikipedia/en/2/26/Death_Squared_cover.jpeg,PS4\,Switch\,XboxOne,na,na,na
Death's Gambit,unreleased,PS4,na,na,na,na,na
De Blob,https://upload.wikimedia.org/wikipedia/en/thumb/a/a9/De-Blob-US.jpg/220px-De-Blob-US.jpg,PS4\,Switch,na,na,na,na
Deception IV: The Nightmare Princess,https://upload.wikimedia.org/wikipedia/en/thumb/7/72/Deception_IV_Japanese_cover.jpg/220px-Deception_IV_Japanese_cover.jpg,PS4,na,na,na,na,na
Defenders of Ekron,unreleased,PS4,na,na,na,na,na
Defense Grid 2,https://upload.wikimedia.org/wikipedia/en/thumb/3/39/Defense_Grid_2_Logo.jpg/220px-Defense_Grid_2_Logo.jpg,PS4\,Switch\,XboxOne,na,na,na
Deformers,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Deformers-Logo.png/220px-Deformers-Logo.png,PS4\,XboxOne,na,na,na,na
Deiland,unreleased,PS4,na,na,na,na,na
Deltarune,https://upload.wikimedia.org/wikipedia/en/thumb/6/6a/Deltarune.jpg/220px-Deltarune.jpg,PS4\,Switch,na,na,na,na
Demon's Age,unreleased,PS4,na,na,na,na,na
Demon Gaze II,https://upload.wikimedia.org/wikipedia/en/thumb/6/6e/Demon_Gaze_video_game_cover.png/220px-Demon_Gaze_video_game_cover.png,PS4,na,na,na,na,na
